Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
1993;1993-00032;FLOOD;6;Managua;601;San Francisco Libre;Municipio de San Francisco Libre;1993/10/1;Caminos de acceso a San Francisco instransitables, 20 kilómetros de carretera destruidos, niños de 4 comarcas no pueden salir de sus casas por las inundaciones y los malos caminos.;RAIN;;la Prensa 1993-10-02 P.1,P.2;;;;1;;;;;;;;;;;;;;
1993;1993-00033;FLOOD;4;Chinandega;409;Chinandega;Municipio de chinandega;1993/10/3;Inundaciones en Chinandega dejan pérdidas de 25 mil manzanas de pastos, cinco mil de granos básicos: maíz, ajonjolí y frijol. datos proporcionados por la fuente.;Tormenta tropical;Tormenta Tropical Bret.;La Prensa 1993-10-04 P.8;;;;1;;;;;;;;;;;;;;20966,88
1993;1993-00034;EXPLOSION;9;Carazo;904;Diriamba;La Trinidad;1993/10/2;Exploción perforó el techo y las paredes de una vivienda,  tres personas seriamente lesionadas. Datos proporcionados por la fuente.;BEHAVIOR;Mantienen explosivos en casa sin medidas de seguridad.;La Prensa 1993-10-03 P.1,P.12;;;;1;;3;;;;;;;;;;;;
1994;1994-00001;FORESTFIRE;6;Managua;605;Managua;Kilómetro 15 carretera Xiloá;1994/2/2;En el sector de Xiloá se quemaron 400 manzanas de bosques y pastizales.;BEHAVIOR;TFuego inició donde tiraron una colilla de cigarro encendida;La Prensa 1994-02-03 P.6;;;;1;;;;;;;;;;;;;;279,55
1994;1994-00002;FORESTFIRE;4;Chinandega;409;Chinandega;Empresa de Maní;1994/2/2;Un incendio acabó con 20 manzanas de residuos de maní, fuego arrasó con 350 barriles de asfalto, Un bombero voluntario salió con quemaduras en el cuerpo.;UNKNOWN;;La Prensa 1994-02-03 P.6;;;;1;;1;;;;;;;;;;;;13,97
1994;1994-00003;FORESTFIRE;1;Nueva Segovia;109;Ocotal;Comarcas: Santa Emilia, Las Minitas, San Fabian, Roble Solo,;1994/3/27;20 mil manzanas de bosques, miles de árboles de pino de regeneración se quemaron.;UNKNOWN;;La Prensa 1994-03-28 P.8;;;;1;;;;;;;;;;;;;;13977,92
1994;1994-00004;FORESTFIRE;4;Chinandega;409;Chinandega;Finca Bananera Candelaria;1994/4/10;400 manzanas de cultivos de babanos en la finca bananera Candelaria.;BEHAVIOR;Ex- trabajadores le pegaron fuego en represalia porque no le;La Prensa 1994-04-11 P.9;;;;1;;;;;;;;;;;;;;279,55
1994;1994-00005;SPATE;4;Chinandega;409;Chinandega;Río Acome.;1994/4/29;Una persona fallecida por ahogamiento, en río acome.;OVERFLOW;Desbordamiento del río Acome.;La Prensa 1994_04-30 P.1,P.10;;;;1;1;;;;;;;;;;;;;
1994;1994-00006;STORM;15;RAAN;1501;Waspam;Zona de Río Coco: Bull Sirpi, Laguntara.;1994/6/3;Producto de la caída de un árbol por los fuertes vientos, falleció una persona y tres lesionadas. Otra persona muríó por una descarga eléctrica en la comunidad de Laguntara.;ATMOSPHCONDITION;Tempestad en la zona de Río Coco.;La Prensa 1994-06-04 P.2;;;;1;2;3;;;30;;150;;;;;;;
1994;1994-00007;ELECTRICSTORM;5;León;508;León;Reparto Zaragoza;1994/6/1;Dos personas murieron por descaga eléctrica y tres heridos.;ATMOSPHCONDITION;;La Prensa 1994-06-02 P.1;;;;1;2;3;;;;;;;;;;;;
1994;1994-00008;ELECTRICSTORM;11;Boaco;1103;Camoapa;Comunidad de Las Lajas.;1994/6/8;Una persona murió al caerle un rayo, mientras andaba en actividades agrícolas.;ATMOSPHCONDITION;;La Prensa 1994-06-09 P.8;;;;1;1;;;;;;;;;;;;;
1994;1994-00009;FLOOD;15;RAAN;1502;Bilwi;Puente del río Bambana;1994/7/1;Puente del río Bambana se cayó, causó problemas en el comercio.;OVERFLOW;Río Bamba se desbordó por las fuertes lluvias en la RAAN.;La Prensa 1994-07-02 P.3;;;;1;;;;;;;;;;;;;;
1994;1994-00010;FLOOD;12;Chontales;1204;Santo Domingo;Casco urbano de Santo Domingo;1994/7/15;Los datos de afectados se dedujo de multiplicar por cinco las viviendas afectadas.;OVERFLOW;Se debordó el río Sucio en santo Domingo;La Prensa 1994-07-16 P.1;;;;1;;;;;70;;350;;;;;;;
1994;1994-00011;STORM;12;Chontales;1205;Santo Tomás;En el barrio Bella Vista;1994/7/14;Una niña falleció producto de una descarga eléctrica en en el barrio Bella Vista de Santo Tomás.;ATMOSPHCONDITION;LLuvia con descarga eléctrica en Santo Tomás, Chontales.;La Prensa 1994-07-15 P.6;;;;1;1;;;;;;;;;;;;;
1994;1994-00012;DROUGHT;11;Boaco;1105;Teustepe;Municipio de Teustepe;1994/7/2;Docientos pequeños y medianos productores afectados por la sequía en Teustepe;ATMOSPHCONDITION;Estación seca prolongada.;La Prensa 1994-07-03 P.4;;;;1;;;;;;;200;;;;;;;2795,58
1994;1994-00013;DROUGHT;4;Chinandega;405;El Viejo;Municipio de El Viejo;1994/7/6;Productores de granos básicos afectados por la sequía, se perdieron 800 manzanas de maíz en El Viejo.;ATMOSPHCONDITION;Estación seca prolongada en Occidente.;La Prensa 1994-07-07 P.6;;;;1;;;;;;;;;;;;;;559,11
1994;1994-00014;DROUGHT;4;Chinandega;409;Chinandega;Municipio de Chinandega;1994/7/6;Pequeños y medianos productores afectados por la sequía. 2930 manzanas de granos básicos se perdieron.;ATMOSPHCONDITION;Estación seca prolongada en el Occidente de Nicaragua.;La Prensa 1994-07-07 P.6;;;;1;;;;;;;;;;;;;;2047,76
1994;1994-00015;DROUGHT;4;Chinandega;412;Chichigalpa;Municipio de Chichigalpa;1994/7/6;Pequeños y medianos productores de granos básicos afectados por la sequía. Perdieron mil 300 manzanas.;ATMOSPHCONDITION;Estación seca prolongada en el Occidente de Nicaragua.;La Prensa 1994-07-07 P.6;;;;1;;;;;;;;;;;;;;908,56
1994;1994-00016;DROUGHT;7;Masaya;703;Tisma;Municipio de Tisma;1994/7/26;En el Municipio de Tisma, 1500 campesinos agrícolas perdieron 3500 manzanas de cultivos de maíz, frijol y sorgo;ATMOSPHCONDITION;Estación seca prolongada.;La Prensa 1994-07-27 P.8;;;;1;;;;;;;1500;;;1777777,7;12000000;;;2446,13
1994;1994-00017;FIRE;6;Managua;605;Managua;Mercado Oriental;1994/9/8;Una vivienda y cinco módulos comerciales se quemaron en el Mercado Oreintal. Los datos de damnificados se dedujo de multiplicar por cinco los módulos quemads.;SHORTCIRCUIT;;La Prensa 1994-09-09 P.1;;;;1;;;;6;;30;;;;;;;;
1994;1994-00018;PLAGUE;5;León;507;Quezalguaque;Municipio de Quezalguaque.;1994/9/15;500 manzanas de sorgo de postrera se perdieron producto de un hongo.;UNKNOWN;;La Prensa 1994-09-16 P.9;;;;1;;;;;;;;;;;;;;349,44
1994;1994-00019;STORM;5;León;509;La Paz Centro;En La Paz Centro;1994/10/4;Fuertes vientos arrancaron el techo de una vivienda y una persona salió golpeda. Los datos de afectados se dedujo de multiplicar por cinco la viivenda afectada.;ATMOSPHCONDITION;Lluvias con fuertes vientos en La Paz Centro.;La Prensa 1994-10-05 P.8;;;;1;;1;;;1;;5;;;;;;;
1994;1994-00020;FLOOD;14;Matagalpa;1406;Matagalpa;Barrios: Primero de Mayo, Rodolfo Löpez y El Mazo;1994/10/7;Los datos de afectados se dedujo de multiplicar por cinco las 20 casas inundadas.;OVERFLOW;Río Grande de Matagalpa se desbordó;La Prensa 1994-10-08 P.5;;;;1;;;;;20;;100;;;;;;;
1994;1994-00021;DROUGHT;4;Chinandega;403;Cinco Pinos;Municipio de Cinco Pinos;1994/10/13;Pequeños agricultores de granos básicos, perdieron las cosecha, 350 niños tienen desnutrición, su principal alimento es el maíz y el frijol, hoy tienen problemas para alimentarse. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Estación seca prolongada;La Prensa 1994-10-14;;;;1;;;;;;;350;;;;;;;
1994;1994-00022;DROUGHT;4;Chinandega;404;Santo Tomás del Norte;Santo Tomás del Norte;1994/10/13;Pequeños productores de granos básicos, perdieron sus cultivos de maíz, frijol, trigo. Productos básicos en la alimentación en el campo, despues de perder las cosechas, 300 niños afectados por desnutrición en Santo Tomás del Norte.;ATMOSPHCONDITION;Estación seca prolongada en el Occidente de Nicaragua.;La Prensa 1994-10-14;;;;1;;;;;;;300;;;;;;;
1994;1994-00023;DROUGHT;4;Chinandega;407;Somotillo;Municipio de Somotillo.;1994/10/13;Los cultivos de granos básicos se perdieron por la sequía, niños y adultos tienen problemas de desnutrición en Somotillo. Mil niños los más afectados en su alimentación.Datos proporcionados por la fuente.;ATMOSPHCONDITION;Estación seca prolongada en el Occidente de Nicaragua.;La Prensa 1994-10-14 P.10;;;;1;;;;;;;1000;;;;;;;
1995;1995-00001;FORESTFIRE;4;Chinandega;405;El Viejo;Cosigüina;1995/2/19;Encendio forestal arrasó con 5000 hectáreas de bosques en Cosigüina.;BEHAVIOR;Cazadores de la fauna silvestre.;La Prensa 1995-02-20 P.2;;;;1;;;;;;;;;;;;;;5000
1995;1995-00002;FORESTFIRE;6;Managua;605;Managua;Xiloá y cerros de la Laguna de Apoyeque;1995/2/23;Incendio Forestal acabó con 800 manzanas de bosques y pastizales en Xilóa y cerros de la Laguana de Apoyeque.;BEHAVIOR;Cazadores de la fauna silvestre.;La Prensa 1995-02-24 P.2;;;;1;;;;;;;;;;;;;;559,11
1995;1995-00003;FIRE;6;Managua;605;Managua;Mercado Oriental;1995/2/22;Los datos de damnificados se dedujo de multiplicar por cinco les tres tramos quemados.;SHORTCIRCUIT;Malas conexiones eléctricas.;La Prensa 1995-02-23 P.1A.P.16;;;;1;;;;3;;15;;;;41608,87;300000;;;
1995;1995-00004;STRUCTURE;6;Managua;605;Managua;En el Centro de Managua;1995/3/1;Se derrumbó viejo Palacio de justicia y aplastó cuatro casas pequeñas que estaban al lado, no se registró víctimas, sólo dos niños con golpes leves. Los datos de damnificados se obtuvo de multiplicar por cinco las cinco viviendas destruidas.;OTHER;;La Prensa 1995-03-02 P.1,P.6;;;;1;;;;5;;25;;;;;;;;
1995;1995-00005;FIRE;7;Masaya;702;Masaya;Mercado de Masaya;1995/4/19;Los datos de damnificados se dedujo de multiplicar por cinco los seis tramos quemados.;SHORTCIRCUIT;Malas conexiones eléctricas;La Prensa 1995-04-19 P.16;;;;1;;;;6;;30;;;;68027,21;500000;;;
1995;1995-00006;ELECTRICSTORM;5;León;510;Nagarote;Municipio de Nagarote;1995/4/28;Los datos los reflejó la fuente.;ATMOSPHCONDITION;;La Prensa 1995-04-29 P.1,P.10;;;;1;2;;;;;;;;;;;;;
1995;1995-00007;FIRE;6;Managua;605;Managua;Managua;1995/5/2;Los datos de damnificados se dedujo de multiplicar por cinco los 300 tramos quemados.;SHORTCIRCUIT;Conexiones ilegales, sobrecarga de energía.;La Prensa 1995-03 P.1,P.2;;;;1;;;;300;;1500;;;;;;;;
1995;1995-00008;EXPLOSION;4;Chinandega;411;Corinto;Puerto de Corinto;1995/5/2;Los datos los refleja la fuente.;BEHAVIOR;Acostumbran pólvoras en la fiestas patronales, celebración d;La Prensa 1995-05-03 P.1.P.12;;;;1;2;5;;;;;;;;;;;;
1995;1995-00009;EXPLOSION;6;Managua;605;Managua;En el centro de Managua;1995/5/16;Con la explosón pedasoso de concretos salieron en distintas direcciones, causando lesiones a dos pesonas.;NEGLIGENCE;Explosión mal manejada.;La Prensa 1995-05-17 P.1,P.16;;;;1;;2;;;;;;;;;;;;
1995;1995-00010;FLOOD;13;Jinotega;1307;Jinotega;Municipio deEstelí;1995/6/20;Jinotega incomunicado, intensa lluvias desbordan ríos, no hay regitro del número de afectados.;OVERFLOW;Desbordamiento de ríos y quebradas en Jinotega;La Prensa 1995-06-21 P.1,P.16;;;;1;;;;;;;;;;;;;;
1995;1995-00011;SPATE;1;Nueva Segovia;105;Mozonte;Comunidad El Yaraje.;1995/6/20;Un fallecido por ahogamiento en la comunidad de El Yaraje.;OVERFLOW;Intensas lluvias desbordaron ríos en Nueva Segovia.;La Prensa 1995-06-21 P.1,P.16;;;;1;1;;;;;;;;;;;;;
1995;1995-00012;FLOOD;3;Estelí;303;Estelí;Ciudad de Estelí;1995/6/20;Viicendas inundadas y varias personas evacuadas. No hay datos registrados de cuántos evacuados, ni de las casas inundadas.;OVERFLOW;Desbordamiento de ríos y cauces en la ciudad de Estelí.;La Prensa 1995-06-21 P.1,P.16;;;;1;;;;;;;;;;;;;;
1995;1995-00013;SPATE;3;Estelí;301;Pueblo Nuevo;En la comunidad de Cuasuyuca.;1995/6/20;Una persona falleció al ser arrastrada por la corriente de una quebrada en la comunidad de Cuasuyuca.;OVERFLOW;Desbordamiento de una quebrada.;La Prensa 1995-06-21 P.1,P.16;;;;1;1;;;;;;;;;;;;;
1995;1995-00014;FLOOD;6;Managua;605;Managua;Barrios:Rocargo, Américas Dos, Sabanagrande;1995/6/21;Intensas lluvias provocaron desbordamiento de cauces, obstaculizando el pase vehícular. Los datos de las personas afectadas se dedujo de multiplicar por cinco las 12 viviendas afectadas.;OVERFLOW;Desbordamiento de causes.;"La Prensa 1995-06-21 P.1,p;16";;;;1;;;;;12;;60;;;;;;;
1995;1995-00015;ELECTRICSTORM;7;Masaya;702;Masaya;Las Flores.;1995/7/11;Los datos del fallecido los proporciona la fuente.;ATMOSPHCONDITION;;La Prensa 1995-07-12 P.2;;;;1;1;;;;;;;;;;;;;
1995;1995-00016;FLOOD;10;Rivas;1008;Rivas;Comunidades: San Rafael, Paso Real, El Volcán, San Ramón, La;1995/8/1;Los datos de afectados los proporcionó la fuente. Lena de ríos arrasó con todo los enseres domésticos, animales y cultivos.;OVERFLOW;Desbordamiento del río Ochomogo;La Prensa 1995-08-02 P.1,P.14;;;;1;;;;;;;4000;;;;;;;
1995;1995-00017;FLOOD;3;Estelí;303;Estelí;Melania Hernández, Igor Ubeda, Panamá, Soberana,;1995/8/7;Los datos de afectados se dedujo de multiplicar por cinco las viviendas afectadas.;OVERFLOW;Desbordamiento del río Estelí, quebrada El Zapote.;La Prensa 1995-08-08 P.1,P.14.09 P.6;;;;1;;;;;60;;300;;;;;;;
1995;1995-00018;STORM;8;Granada;803;Granada;Malacatoya;1995/8/20;Una Persona falleció al intentar pasar el río de Malacatoya lleno y la otra persona falleció por una descarga eléctrica.;ATMOSPHCONDITION;Intensas lluvias con descargas eléctricas.;La Prensa 1995-08-20 P.6;;;;1;2;;;;;;;;;;;;;
1995;1995-00019;SPATE;10;Rivas;1008;Rivas;E n Ochomogo, Quebrada El Pilón;1995/8/20;Tres personas intentaban pasar en un vehículo en el sector de quebrada El Pilón, el vehículo se apagó en medio de las fuertes corrientes,  tres personas fallecieron por ahogamiento. Datos proporcionados por la fuente.;OVERFLOW;Desbordamiento de la quebrada El Pilón.;La Prensa 1995-08-21 P.16;;;;1;3;;;;;;;;;;;;;
1995;1995-00020;SPATE;3;Estelí;303;Estelí;Quebrada Grande;1995/8/20;Una persona pereció ahogada al intentar pasar Quebrada Seca en el Municipio de Esstelí.;OVERFLOW;Desbordamiento de una quebrada llamada Quebrada Seca.;La Prensa 1995-08-21 P.16;;;;1;1;;;;;;;;;;;;;
1995;1995-00021;STORM;13;Jinotega;1307;Jinotega;Barrios Germán Pomares, Carlos Rizo, El Batazo, Mercado Muni;1995/8/20;Barrios inundados, mercado municipal se inundó por fuertes correntadas que bajaban de las montañas, comerciantes perdieron mercadería en general y granos básicos. La fuente no refleja la cantidad de los afectados.;ATMOSPHCONDITION;Vientos huracanados, lluvias  y descargas eléctricas en Jino;La Prensa 1995-08-21 P.16;;;;1;;;;;;;;;;;;;;
1995;1995-00022;FLOOD;10;Rivas;1008;Rivas;En la ciudad de Rivas;1995/8/24;Desbordamiento del Río Oro, arrastró animales domésticos, casas inundadas, desbordamiento de pozos y letrinas. El numero de personas afectadas se dedujo de multiplicar por cinco las viviendas afectadas.;OVERFLOW;Desbordamiento del Río Oro.;La Prensa 1995-08-25 P.8;;;;1;;;;;16;;80;;;;;;;
1995;1995-00023;LANDSLIDE;13;Jinotega;1307;Jinotega;La Tejera, Veinte de Marzo, Centroamérica, San antonio;1995/8/27;Correntadas que bajaron de la montaña inundaron a la comunidad de La Tejera, se llevó animales domésticos e inundó casas y arrastró varias casitas de tabla y zinc. Las dotas de damnificados se dedujo de multiplicar por cinco las casas dañadas.;RAIN;Correntadas de la montaña provocaron deslizamientos en la Te;La Prensa 1995-08-28 P.1,P.16;;;;1;;;;20;;100;;;;;;;;
1995;1995-00024;FLOOD;6;Managua;605;Managua;Barrio Camilo Chamorro, Las Torres, carretera Norte y las in;1995/9/8;Se inundaron tres barrios en Managua por fuertes lluvias. No hay estadísticos de los afectados.;RAIN;;La Prensa 1995-09-09 P.1;;;;1;;;;;;;;;;;;;;
1995;1995-00025;FLOOD;14;Matagalpa;1405;Sébaco;Sébaco;1995/8/31;Productores de Sébaco perdieron 320 manzanas de cultivos de cebolla por las intensas lluvias en la zona.;RAIN;Intensas lluvias en el Norte de Nicaragua.;La Prensa 1995-09-01 P.4;;;;1;;;;;;;;;;;;;;223,64
1995;1995-00026;FLOOD;6;Managua;602;Tipitapa;Barrio: Ana Virgen Robles.;1995/9/17;Los datos de afectados se dedujo de multiplicar por cinco las 25 casas inundadas.;RAIN;;La Prensa 1995-09-18 P.2;;;;1;;;;;25;;;125;;;;;;
1995;1995-00027;FLOOD;3;Estelí;303;Estelí;Barrios: Filemón Rivera, Igor ubeda, Milenia Hernández, Los ;1995/9/25;Los datos de afectados, se dedujo de multiplicar por cinco las 40 casas inundadas.;OVERFLOW;Desbordamiento de ríos, quebradas y cauces que atraviesan el;La Prensa 1995-09-26 P.1;;;;1;;;;;40;;200;;5;;;;;
1995;1995-00028;TORNADO;1;Nueva Segovia;111;Quilalí;Comunidad de Las Cruces;1995/9/25;Un tornado destruyó una escuelita en Las Cruces, Quilalí, los niños se quedaron sin un lugar donde recibir clases. No hay datos estadísticos.;ATMOSPHCONDITION;;La Prensa 1995-09-26 P.14;;;;1;;;;;;;;;;;;;;
1995;1995-00029;FLOOD;13;Jinotega;1304;San Rafael del Norte;Tomatoya;1995/9/25;Se desbordó el río San Gabriel, inundando carreteras y 16 manzánas de tierras con almácigos de hortalizas.;OVERFLOW;Se desbordó el río San Gabriel en Tomatoya;La Prensa 1995-09-26 P.14;;;;1;;;;;;;;;;;;;;11,18
1995;1995-00030;SPATE;2;Madriz;202;Totogalpa;Quebrada El Coral;1995/10/7;Cuatro personas de la misma familia fallecieron al ser arrastradas por las fuertes corrientes de la quebrada El Coral, intentaron pasar cuando se encontraba desbordada.;OVERFLOW;Desbordamiento de la quebrada El Coral en Totogalpa.;La Prensa 1995-10-08 P.1;;;;1;4;;;;;;;;;;;;;
1995;1995-00031;SPATE;1;Nueva Segovia;109;Ocotal;Comunidad de Cayantú;1995/10/7;Dos personas se ahogaron en el intento de pasar un río.;OVERFLOW;Desbordamiento de ríos en Nueva Segovia.;La Prensa 1995-10-08 P.2;;;;1;2;;;;;;;;;;;;;
1995;1995-00032;FLOOD;4;Chinandega;403;Cinco Pinos;En Cinco Pinos;1995/10/7;Intensas lluvias en Chinandega, comunidades inundadas, en Cinco Pino tres casas de adobe destruidas. El dato de damnificados se dedujo de multiplicar por cinco las tres viviendas destruidas.;RAIN;Intensas lluvias en el Occidente de Nicaragua.;La Prensa 1995-10-08 P.2;;;;1;;;;3;;15;;;;;;;;
1995;1995-00033;FLOOD;4;Chinandega;410;El Realejo;Comunidades: Barricada y Terencio Munguía.;1995/10/7;Los datos de damnificadsos se dedujo de multiplicar por cinco las tres viviendas destruidas, el dato de avacuado lo refleja la fuente.;RAIN;Intensas lluvias en el Occidente de NIcaragua.;La Prensa 1995-10-08 P.2;;;;1;;;;2;;10;;;65;;;;;
1995;1995-00034;FLOOD;4;Chinandega;409;Chinandega;El casco urbano de Chinandega, barrio La Florida,;1995/10/4;En el casco urbano de Chinandega 133 familias evacuadas, 800 afectados. En el barrio La Florida, se cayó una casa que vivian 12 personas, salieron cuatro lesionados, Los datos de personas evacuadas se dedujo de multiplicar lpor cinco las 133 familias. El dato de las 12 personas en una vivienda los reflejó la fuente. El principal problema que tiene Chinandega es la  falta de agua potable.;RAIN;Intensas lluvias en el Occidente de Nicaragua.;La Prensa 1995-10-05 P.1,P12, 08 P.2;;;;1;;4;;1;;12;800;;665;;;;;
1995;1995-00035;FLOOD;4;Chinandega;405;El Viejo;Municipio de El Viejo;1995/10/7;En el Viejo 266 familias evacuadas, el dato de personas evacuadas se dedujo de multiplicar por cinco el número de familias evacuads, el dato de afectados lo reflejó la fuente;OVERFLOW;Desbordamiento del río de El Viejo.;La Prensa 1995-10-08 P.2;;;;1;;;;;;;2682;;1330;;;;;
1995;1995-00036;FLOOD;4;Chinandega;408;Villanueva;Las Pozas, El Caimital, Mata de Caña, La Cepa, Las Palmas, I;1995/10/7;Siete mil personas aisladas, por desbordamiento de ríos, solo se puede traficar por lanchas, 420 persons enfermas por diárrea, el cólera y fiebre y gripe. Datos proporcionados por la fuente.;OVERFLOW;Desbordados los ríos Villa Nueva y el Negro;La Prensa 1995-10- 05 P.1, P.12, 08 P.2;;;;1;;420;;;;;7000;;;;;;;
